RGB,HSV,Proportion,Street Name,District,R,G,B,H,S,V
"131.56249830204604, 145.25793510644382, 154.20634446282946","102, 38, 154",0.054651222,LEMBU_Rd_A,LD,132,145,154,102,38,154
"110.46181931029487, 124.42983625112076, 132.06503404590043","101, 43, 132",0.054287617,LEMBU_Rd_A,LD,110,124,132,101,43,132
"60.17530743296197, 77.28873279219587, 93.90180034271367","105, 90, 93",0.052370021,LEMBU_Rd_A,LD,60,77,94,105,90,93
"209.16321768165173, 216.58828105089236, 209.45235572599256","60, 8, 216",0.037022818,LEMBU_Rd_A,LD,209,217,209,60,8,216
"118.98263715285549, 106.62030513763794, 52.27186643027848","25, 143, 118",0.032755165,LEMBU_Rd_A,LD,119,107,52,25,143,118
"95.85627929313218, 67.70558619430855, 41.25234759275017","14, 145, 95",0.030016238,LEMBU_Rd_A,LD,96,68,41,14,145,95
"237.33045804875928, 241.0766143524309, 234.23030230418354","47, 7, 241",0.024831152,LEMBU_Rd_A,LD,237,241,234,47,7,241
"217.45625341056513, 210.90346386714018, 150.90447730166628","27, 79, 217",0.019067467,LEMBU_Rd_A,LD,217,211,151,27,79,217
"144.14114941299715, 66.67472521593085, 66.04361778940442","0, 138, 144",0.018525527,LEMBU_Rd_A,LD,144,67,66,0,138,144
"16.596367509031495, 48.742473087307275, 98.72612399976751","108, 213, 98",0.017135506,LEMBU_Rd_A,LD,17,49,99,108,213,98
"30.5052517080495, 79.03368571329821, 160.63170060163867","109, 207, 160",0.014565007,LEMBU_Rd_A,LD,31,79,161,109,207,160
"194.56421160682999, 143.91098727866498, 110.58756461488261","12, 110, 194",0.013516298,LEMBU_Rd_A,LD,195,144,111,12,110,194
"176.6899908800583, 177.90161878704723, 179.36015731872814","110, 4, 179",0.099805214,MADRA_St_A,LD,177,178,179,110,4,179
"164.70803540606022, 166.45929286452167, 169.56429064550218","108, 8, 169",0.092291378,MADRA_St_A,LD,165,166,170,108,8,169
"149.16550983419774, 153.02903940389209, 160.1566087131677","109, 18, 160",0.084825329,MADRA_St_A,LD,149,153,160,109,18,160
"131.8475338876854, 144.06891445494097, 163.42920605992416","108, 50, 163",0.079894233,MADRA_St_A,LD,132,144,163,108,50,163
"100.90809672705473, 105.18944738618741, 112.35018776614912","108, 27, 112",0.072305305,MADRA_St_A,LD,101,105,112,108,27,112
"89.73717897304003, 90.67291743529634, 93.52390959109837","113, 11, 93",0.07068512,MADRA_St_A,LD,90,91,94,113,11,93
"115.28318067600975, 128.30397989786746, 151.45286536434514","109, 61, 151",0.070153781,MADRA_St_A,LD,115,128,151,109,61,151
"115.86379703954775, 120.25482362471762, 125.82452684291124","105, 20, 125",0.061871951,MADRA_St_A,LD,116,120,126,105,20,125
"136.33798847954682, 137.8614645062406, 140.75249678836414","113, 7, 140",0.054973649,MADRA_St_A,LD,136,138,141,113,7,140
"78.2387418235094, 91.14126148249939, 117.88740642784038","110, 85, 117",0.047971811,MADRA_St_A,LD,78,91,118,110,85,117
"65.64937749362295, 71.47483536026758, 92.38285343461129","113, 75, 92",0.047272082,MADRA_St_A,LD,66,71,92,113,75,92
"91.85826771653494, 110.69660523203564, 141.68916385451797","109, 90, 141",0.03938392,MADRA_St_A,LD,92,111,142,109,90,141
"86.96295280747603, 78.37702221002121, 73.64994059045219","12, 39, 86",0.037810384,MADRA_St_A,LD,87,78,74,12,39,86
"155.5193250030526, 166.23462575032633, 184.66409408306242","109, 40, 184",0.037150477,MADRA_St_A,LD,156,166,185,109,40,184
"184.56357055942757, 188.02873545285667, 194.84324982061048","108, 13, 194",0.036466677,MADRA_St_A,LD,185,188,195,108,13,194
"108.34093496094485, 138.93488244298987, 181.5820936530993","108, 103, 181",0.028991526,MADRA_St_A,LD,108,139,182,108,103,181
"9.162852472411487, 34.672558234565386, 100.73120147118607","112, 232, 100",0.011133083,MADRA_St_A,LD,9,35,101,112,232,100
"98.89922310975071, 50.73837400152904, 33.98500930079477","8, 169, 98",0.010445869,MADRA_St_A,LD,99,51,34,8,169,98
"138.33097165991995, 104.6776315789485, 83.68243927125108","11, 102, 138",0.008995212,MADRA_St_A,LD,138,105,84,11,102,138
"24.398587740378787, 61.474008413463466, 146.482421875","111, 213, 146",0.007572999,MADRA_St_A,LD,24,61,146,111,213,146
"101.28492626654543, 107.44990110130988, 98.3700836233403","50, 21, 107",0.086384476,MADRA_St_B,LD,101,107,98,50,21,107
"118.76723785371388, 125.13104585859074, 114.17160832103497","49, 22, 125",0.082780704,MADRA_St_B,LD,119,125,114,49,22,125
"81.05034902147608, 86.01639181861245, 81.00329970133319","60, 15, 86",0.073922465,MADRA_St_B,LD,81,86,81,60,15,86
"205.8755725131478, 205.3380473149225, 191.54137928374962","30, 17, 205",0.072934643,MADRA_St_B,LD,206,205,192,30,17,205
"245.04311679460486, 245.96189930645937, 242.03553845673133","30, 3, 245",0.072882177,MADRA_St_B,LD,245,246,242,30,3,245
"174.45081868090713, 175.95185462872945, 166.81537556128148","33, 13, 175",0.070272432,MADRA_St_B,LD,174,176,167,33,13,175
"229.14393005538682, 233.17577573332557, 218.06450770227013","38, 16, 233",0.069148651,MADRA_St_B,LD,229,233,218,38,16,233
"146.65495043342946, 140.7684018416604, 125.48186984112009","21, 37, 146",0.067853933,MADRA_St_B,LD,147,141,125,21,37,146
"197.89417094478347, 190.3341464658804, 168.89208003261334","23, 38, 197",0.066454848,MADRA_St_B,LD,198,190,169,23,38,197
"169.72407101460993, 161.2373010253589, 142.04478185998062","21, 41, 169",0.064298113,MADRA_St_B,LD,170,161,142,21,41,169
"231.32640934376496, 227.3763909344193, 183.49713631154643","28, 53, 231",0.055142004,MADRA_St_B,LD,231,227,183,28,53,231
"117.0936949408178, 94.03381575639284, 72.38800654419806","15, 98, 117",0.044886936,MADRA_St_B,LD,117,94,72,15,98,117
"139.57349723927945, 155.36040212522022, 155.56740285445323","90, 26, 155",0.043455695,MADRA_St_B,LD,140,155,156,90,26,155
"147.68299364908435, 117.3248100950861, 88.25161540267918","15, 102, 147",0.040781073,MADRA_St_B,LD,148,117,88,15,102,147
"95.68793841263962, 68.40592050120458, 39.93236864162962","16, 150, 95",0.025577306,MADRA_St_B,LD,96,68,40,16,150,95
"221.77810077518058, 202.03811369509253, 134.02709589434488","23, 100, 221",0.015738015,MADRA_St_B,LD,222,202,134,23,100,221
"236.33276265239832, 172.75709871388045, 57.148029062951764","19, 193, 236",0.013509069,MADRA_St_B,LD,236,173,57,19,193,236
"79.1193812299991, 126.99779010719794, 145.13132405491862","99, 116, 145",0.01199377,MADRA_St_B,LD,79,127,145,99,116,145
"21.022242638140796, 60.317005947507965, 142.10014022532823","110, 217, 142",0.01167277,MADRA_St_B,LD,21,60,142,110,217,142
"247.52661815395192, 225.9784975652467, 59.07167478250291","27, 194, 247",0.010310918,MADRA_St_B,LD,248,226,59,27,194,247
"178.9924293715825, 172.65729057673377, 160.4474056748901","20, 26, 178",0.114746637,MAYO_St_A,LD,179,173,160,20,26,178
"186.28715400771827, 181.71784583556968, 171.43006488823775","20, 21, 186",0.112661521,MAYO_St_A,LD,186,182,171,20,21,186
"193.90545943868457, 190.5914840446149, 181.85153787005453","23, 16, 193",0.091766262,MAYO_St_A,LD,194,191,182,23,16,193
"168.46545491062614, 162.6131351677041, 151.07848965655725","19, 26, 168",0.087842999,MAYO_St_A,LD,168,163,151,19,26,168
"207.00780094540022, 200.34608357743008, 186.97282719020438","20, 26, 207",0.060829989,MAYO_St_A,LD,207,200,187,20,26,207
"87.64962806925902, 81.13856888949184, 71.00967678230771","19, 47, 87",0.053433297,MAYO_St_A,LD,88,81,71,19,47,87
"153.54747579529675, 149.43886583679077, 141.04049100968143","20, 20, 153",0.051002426,MAYO_St_A,LD,154,149,141,20,20,153
"112.66306156406652, 108.45576213558394, 99.62283874701106","21, 30, 112",0.048606836,MAYO_St_A,LD,113,108,100,21,30,112
"126.00538728150052, 122.32523357445146, 114.84486136227024","20, 24, 126",0.046992723,MAYO_St_A,LD,126,122,115,20,24,126
"96.59257338864764, 95.41771697512621, 88.73165283981618","26, 21, 96",0.044154355,MAYO_St_A,LD,97,95,89,26,21,96
"136.0528544880973, 136.31470677211843, 134.10614114698214","30, 4, 136",0.040823815,MAYO_St_A,LD,136,136,134,30,4,136
"151.721054925892, 136.54224062772164, 113.1666521360099","18, 64, 151",0.04043925,MAYO_St_A,LD,152,137,113,18,64,151
"112.41733076853193, 93.94133003573764, 71.95282586790725","16, 93, 112",0.038588754,MAYO_St_A,LD,112,94,72,16,93,112
"211.93679526723562, 209.9837690246359, 201.6570764018856","24, 12, 211",0.034887762,MAYO_St_A,LD,212,210,202,24,12,211
"169.62650267141584, 153.38384906500465, 128.09706144256697","18, 62, 169",0.031733627,MAYO_St_A,LD,170,153,128,18,62,169
"137.05110028971336, 116.27405535351141, 90.170560315608","17, 87, 137",0.028586549,MAYO_St_A,LD,137,116,90,17,87,137
"239.9252648475184, 241.068507223128, 242.86703049758597","100, 3, 242",0.027475193,MAYO_St_A,LD,240,241,243,100,3,242
"92.58856493137873, 67.17152602941073, 47.59489969950897","13, 125, 92",0.021685557,MAYO_St_A,LD,93,67,48,13,125,92
"205.99539170506958, 219.4958804636213, 235.29534981148169","106, 33, 235",0.012632415,MAYO_St_A,LD,206,219,235,106,33,235
"140.00825658939152, 170.95474753890065, 173.534137821531","93, 49, 173",0.011110033,MAYO_St_A,LD,140,171,174,93,49,173
"162.16684782232363, 160.28628593978343, 148.2321953988512","26, 22, 162",0.079672744,MAYO_St_B,LD,162,160,148,26,22,162
"132.6713880589288, 129.68328657554548, 117.3039253700718","24, 29, 132",0.072577679,MAYO_St_B,LD,133,130,117,24,29,132
"118.35834965908487, 114.31136274586504, 100.93152574244367","23, 39, 118",0.070278363,MAYO_St_B,LD,118,114,101,23,39,118
"227.2358541530685, 219.90293056073202, 200.17530906719173","21, 30, 227",0.070195772,MAYO_St_B,LD,227,220,200,21,30,227
"99.4711197185064, 99.3152365519604, 91.2602822022161","30, 21, 99",0.069683161,MAYO_St_B,LD,99,99,91,30,21,99
"148.37939742529227, 145.31289433432568, 132.08339971958551","24, 28, 148",0.069184866,MAYO_St_B,LD,148,145,132,24,28,148
"210.83447576380738, 204.89972530957743, 187.45868233098844","22, 28, 210",0.064968351,MAYO_St_B,LD,211,205,187,22,28,210
"172.75764802422117, 175.0785957893873, 169.98259695183873","45, 9, 175",0.064443077,MAYO_St_B,LD,173,175,170,45,9,175
"195.89434999915505, 189.71459453846822, 171.31322311184857","23, 31, 195",0.063768588,MAYO_St_B,LD,196,190,171,23,31,195
"82.2491047023801, 83.55965793776407, 75.17325924381443","34, 25, 83",0.061018328,MAYO_St_B,LD,82,84,75,34,25,83
"183.20775137113466, 174.0632723948536, 153.42846435098633","21, 42, 183",0.060324019,MAYO_St_B,LD,183,174,153,21,42,183
"245.2484808336015, 237.04993821423182, 218.32050906396086","21, 28, 245",0.04311053,MAYO_St_B,LD,245,237,218,21,28,245
"213.51369810257148, 188.38334146400794, 105.28642770945264","23, 129, 213",0.042852848,MAYO_St_B,LD,214,188,105,23,129,213
"128.167393914005, 105.26743011753157, 39.98145995687203","22, 177, 128",0.028885713,MAYO_St_B,LD,128,105,40,22,177,128
"190.7983355445818, 157.99497447030993, 84.30941181199617","21, 142, 190",0.027379264,MAYO_St_B,LD,191,158,84,21,142,190
"161.00494566008095, 131.6384888722593, 61.21638301847352","21, 158, 161",0.026500502,MAYO_St_B,LD,161,132,61,21,158,161
"111.39537263256602, 90.0487377059082, 66.75910960759921","16, 103, 111",0.026215841,MAYO_St_B,LD,111,90,67,16,103,111
"95.53377019401263, 73.01890179281719, 30.16406064138728","20, 174, 95",0.025426277,MAYO_St_B,LD,96,73,30,20,174,95
"236.94640215200474, 210.8568482402719, 126.31262048868064","23, 119, 236",0.024611385,MAYO_St_B,LD,237,211,126,23,119,236
"63.41265619202372, 145.94847210194266, 119.05121860695373","81, 144, 145",0.008902693,MAYO_St_B,LD,63,146,119,81,144,145
"242.6832147431885, 246.62331724878027, 244.34464709259504","75, 4, 246",0.101373045,NORRIS_Rd_A,LD,243,247,244,75,4,246
"120.57795230613564, 103.01720635655974, 88.85388527235006","14, 68, 120",0.078099384,NORRIS_Rd_A,LD,121,103,89,14,68,120
"232.56786448088872, 228.59675599037587, 219.98383782855558","21, 14, 232",0.076442876,NORRIS_Rd_A,LD,233,229,220,21,14,232
"144.9046802660681, 143.39496593412605, 138.3232678972029","25, 11, 144",0.068339204,NORRIS_Rd_A,LD,145,143,138,25,11,144
"90.55818028829961, 87.69105584806566, 85.89540783000098","12, 14, 90",0.067851444,NORRIS_Rd_A,LD,91,88,86,12,14,90
"200.1565418176115, 181.42051079246102, 164.15307189874642","14, 46, 200",0.064912182,NORRIS_Rd_A,LD,200,181,164,14,46,200
"121.1282359654187, 120.98302681823444, 116.86468419434142","24, 11, 121",0.062898755,NORRIS_Rd_A,LD,121,121,117,24,11,121
"93.99729415122762, 70.74869372827096, 59.998236088767555","10, 93, 93",0.062100727,NORRIS_Rd_A,LD,94,71,60,10,93,93
"189.27599527116706, 192.48102380477883, 189.6347988538138","60, 4, 192",0.056454353,NORRIS_Rd_A,LD,189,192,190,60,4,192
"220.07646466220513, 206.6855806774434, 189.9007052031305","16, 36, 220",0.055330047,NORRIS_Rd_A,LD,220,207,190,16,36,220
"164.74618870003007, 168.90472375897403, 167.36594988358232","83, 6, 168",0.055090998,NORRIS_Rd_A,LD,165,169,167,83,6,168
"177.38241472761268, 155.34018078117668, 137.13698102918957","14, 58, 177",0.051342114,NORRIS_Rd_A,LD,177,155,137,14,58,177
"153.98550320905048, 128.0929673630955, 105.42046702169839","14, 80, 153",0.050424009,NORRIS_Rd_A,LD,154,128,105,14,80,153
"207.1433731575824, 213.6650714160398, 213.75715726334715","90, 7, 213",0.048536732,NORRIS_Rd_A,LD,207,214,214,90,7,213
"138.26656083129876, 77.87248761244282, 63.604858805991924","6, 139, 138",0.028641787,NORRIS_Rd_A,LD,138,78,64,6,139,138
"101.27996765472301, 35.283986675755784, 30.57304238685606","2, 179, 101",0.022859602,NORRIS_Rd_A,LD,101,35,31,2,179,101
"186.46873968776288, 86.21369463129126, 104.20549562125802","175, 137, 186",0.021765936,NORRIS_Rd_A,LD,186,86,104,175,137,186
"31.593341856555213, 68.28851119299414, 116.81248903260197","107, 187, 116",0.011039896,NORRIS_Rd_A,LD,32,68,117,107,187,116
"12.232076637798457, 107.49184177996923, 211.73235475894955","106, 240, 211",0.008940345,NORRIS_Rd_A,LD,12,107,212,106,240,211
"203.74004529844092, 124.55355446773692, 54.532001168979306","14, 187, 203",0.007556562,NORRIS_Rd_A,LD,204,125,55,14,187,203
"191.4953020189468, 183.69760409105857, 168.1188898586892","20, 31, 191",0.096592147,NORRIS_Rd_B,LD,191,184,168,20,31,191
"215.84991169298345, 211.56233802376974, 201.7912595265784","21, 17, 215",0.082379152,NORRIS_Rd_B,LD,216,212,202,21,17,215
"200.65464102977757, 196.3004726974093, 186.53635173496514","21, 18, 200",0.079221762,NORRIS_Rd_B,LD,201,196,187,21,18,200
"160.07854253072134, 153.3729625200458, 139.2698455509973","20, 33, 160",0.077790935,NORRIS_Rd_B,LD,160,153,139,20,33,160
"178.84132225480906, 169.53592582923525, 150.6543236421994","20, 40, 178",0.077316891,NORRIS_Rd_B,LD,179,170,151,20,40,178
"228.18346982514993, 226.8124856077627, 220.79559880253458","23, 9, 228",0.066960291,NORRIS_Rd_B,LD,228,227,221,23,9,228
"122.4790223237321, 116.85542404018139, 107.34617286366972","18, 31, 122",0.064645426,NORRIS_Rd_B,LD,122,117,107,18,31,122
"85.77193789454955, 80.30469193051064, 77.0771843375384","11, 24, 85",0.062759137,NORRIS_Rd_B,LD,86,80,77,11,24,85
"243.2812320520336, 243.88541688817196, 242.41232193880762","30, 1, 243",0.055759586,NORRIS_Rd_B,LD,243,244,242,30,1,243
"147.2488864024176, 135.16666076522552, 114.34358291609215","19, 57, 147",0.055575346,NORRIS_Rd_B,LD,147,135,114,19,57,147
"113.68863657205918, 97.88790152504426, 80.66225281952752","15, 74, 113",0.051803954,NORRIS_Rd_B,LD,114,98,81,15,74,113
"132.95815063819134, 138.02067621554642, 137.4503751339849","85, 11, 138",0.040670065,NORRIS_Rd_B,LD,133,138,137,85,11,138
"92.75025210087684, 96.25491843790755, 101.04072170044286","107, 23, 101",0.039850077,NORRIS_Rd_B,LD,93,96,101,107,23,101
"166.26599159304823, 169.29779093918492, 168.6253142669577","80, 5, 169",0.039756771,NORRIS_Rd_B,LD,166,169,169,80,5,169
"98.77359452372055, 67.34236819103029, 48.01082143903007","11, 130, 98",0.027159239,NORRIS_Rd_B,LD,99,67,48,11,130,98
"153.04811029236765, 110.79095158860422, 76.18231518897012","13, 128, 153",0.024949541,NORRIS_Rd_B,LD,153,111,76,13,128,153
"187.6094581349736, 143.8427786334431, 106.2814687762332","14, 110, 187",0.022598303,NORRIS_Rd_B,LD,188,144,106,14,110,187
"214.5661048334519, 173.5854638806518, 132.73934726343973","15, 98, 214",0.018751396,NORRIS_Rd_B,LD,215,174,133,15,98,214
"38.208036092986745, 73.57926194423706, 89.51968534299425","99, 146, 89",0.010253014,NORRIS_Rd_B,LD,38,74,90,99,146,89
"11.442520880760242, 85.52589217920988, 179.76681852696404","107, 239, 179",0.005206964,NORRIS_Rd_B,LD,11,86,180,107,239,179
"205.9898415947721, 194.3313583288837, 176.47633464614213","19, 36, 205",0.083018749,PERAK_Rd_A,LD,206,194,176,19,36,205
"185.32078775441443, 179.18358970498969, 168.458014045514","19, 23, 185",0.076154763,PERAK_Rd_A,LD,185,179,168,19,23,185
"136.3219345055465, 128.89970439191805, 119.20435350123462","16, 32, 136",0.074710996,PERAK_Rd_A,LD,136,129,119,16,32,136
"222.09320108440602, 210.8669046891823, 191.34899572318466","18, 36, 222",0.074352563,PERAK_Rd_A,LD,222,211,191,18,36,222
"171.6359222255735, 162.64855088066395, 148.06367081521137","18, 34, 171",0.0665502,PERAK_Rd_A,LD,172,163,148,18,34,171
"149.95816576423465, 145.99759599182457, 141.25481363320085","15, 14, 149",0.063536498,PERAK_Rd_A,LD,150,146,141,15,14,149
"137.00033474959514, 113.21966010045395, 96.05680442899994","12, 76, 137",0.055577858,PERAK_Rd_A,LD,137,113,96,12,76,137
"89.68464903140264, 84.76429389714069, 82.884386065397","9, 20, 89",0.055240931,PERAK_Rd_A,LD,90,85,83,9,20,89
"109.42242186281175, 106.02830360396322, 103.66000572053991","15, 14, 109",0.055122649,PERAK_Rd_A,LD,109,106,104,15,14,109
"208.20037952145492, 205.59239137501544, 203.10542117781642","12, 6, 208",0.055018703,PERAK_Rd_A,LD,208,206,203,12,6,208
"114.94864557443182, 93.21554254261854, 77.01664068752751","13, 83, 114",0.051013576,PERAK_Rd_A,LD,115,93,77,13,83,114
"169.30531908648027, 135.89058005050038, 118.51795044910874","10, 77, 169",0.048967642,PERAK_Rd_A,LD,169,136,119,10,77,169
"237.89587095397758, 226.50566776433922, 207.2927510280551","19, 32, 237",0.048026398,PERAK_Rd_A,LD,238,227,207,19,32,237
"246.30819192596852, 247.00978187359624, 247.12897290317517","90, 1, 247",0.045566833,PERAK_Rd_A,LD,246,247,247,90,1,247
"227.32297511821423, 228.931940711426, 230.5777494851521","110, 3, 230",0.04552167,PERAK_Rd_A,LD,227,229,231,110,3,230
"93.50909032710507, 68.68004609183588, 55.044843479903875","10, 104, 93",0.044814841,PERAK_Rd_A,LD,94,69,55,10,104,93
"200.9852107746875, 163.8554042764517, 142.3812910655018","11, 74, 200",0.031700505,PERAK_Rd_A,LD,201,164,142,11,74,200
"96.50311484290822, 120.92456663054591, 151.3145314192848","107, 93, 151",0.01058165,PERAK_Rd_A,LD,97,121,151,107,93,151
"202.6627413127434, 73.63754826254042, 65.21959459460167","2, 173, 202",0.007427442,PERAK_Rd_A,LD,203,74,65,2,173,202
"49.019145505845074, 66.67442563482174, 106.101672712619","111, 137, 106",0.007095534,PERAK_Rd_A,LD,49,67,106,111,137,106
"231.72353778774632, 232.6119753027376, 230.18169961219866","45, 2, 232",0.106260286,PERAK_Rd_B,LD,232,233,230,45,2,232
"206.4627587061845, 203.6310279719748, 195.73856371151527","22, 14, 206",0.087264644,PERAK_Rd_B,LD,206,204,196,22,14,206
"217.11913510456404, 218.05074231645358, 215.80834399446172","40, 4, 218",0.085422542,PERAK_Rd_B,LD,217,218,216,40,4,218
"247.65935839780053, 248.0793887306711, 245.34873036558457","40, 3, 248",0.071667801,PERAK_Rd_B,LD,248,248,245,40,3,248
"227.22947213291695, 210.21005756024866, 188.35361647143822","17, 44, 227",0.059732914,PERAK_Rd_B,LD,227,210,188,17,44,227
"82.3003272157661, 80.89104479238247, 80.55204263648321","0, 6, 82",0.058452724,PERAK_Rd_B,LD,82,81,81,0,6,82
"188.18886185095215, 187.906996899878, 183.4050135004643","24, 7, 188",0.057269151,PERAK_Rd_B,LD,188,188,183,24,7,188
"171.50465521590317, 171.56604444240867, 166.31996009814807","30, 7, 171",0.055263053,PERAK_Rd_B,LD,172,172,166,30,7,171
"153.13480217402233, 152.46340950264897, 146.67741219098806","26, 12, 153",0.054326746,PERAK_Rd_B,LD,153,152,147,26,12,153
"98.14741133702809, 97.78946851357456, 95.78345122308794","20, 8, 98",0.051581392,PERAK_Rd_B,LD,98,98,96,20,8,98
"122.35270414364228, 114.59016291815169, 103.81032558832408","17, 40, 122",0.051145974,PERAK_Rd_B,LD,122,115,104,17,40,122
"131.73275106922088, 134.29147987838977, 128.4415159478741","45, 11, 134",0.049321671,PERAK_Rd_B,LD,132,134,128,45,11,134
"208.71961457233718, 186.56952217527945, 158.95683738120297","17, 61, 208",0.048176237,PERAK_Rd_B,LD,209,187,159,17,61,208
"119.83083165758227, 89.75904912380336, 68.27632145932895","12, 109, 119",0.035487474,PERAK_Rd_B,LD,120,90,68,12,109,119
